name,label,summary,description
opensp,库, SGML and XML parser," OpenSP is an implementation of the ISO/IEC 8879:1986 standard SGML
(Standard Generalized Markup Language). OpenSP is based on James
Clark's SP implementation of SGML. OpenSP is a command-line
application and a set of components, including a generic API."
dotnet-host-fxr-2.1,库, .NET Core command line host resolver," The .NET Core host resolver contains logic to resolve and select the
right version of the .NET Core SDK or runtime to use.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
libreoffice-help-ca,库, Catalan help for LibreOffice, Provides Catalan help for LibreOffice.
openssl-libs,库, A general purpose cryptography library with TLS implementation," OpenSSL is a toolkit for supporting cryptography. The openssl-libs
package contains the libraries that are used by various applications which
support cryptographic algorithms and protocols."
rsyslog-mmnormalize,库, Log normalization support for rsyslog, This module provides the capability to normalize log messages via liblognorm.
maven-antrun-plugin-javadoc,库, Javadoc for maven-antrun-plugin, This package contains the API documentation for maven-antrun-plugin.
perl-Term-Table,库, Format a header and rows into a table, This Perl module is able to format rows of data into tables.
boost-serialization,库, Run-time component of boost serialization library," 
Run-time support for serialization for persistence and marshaling."
ibus-table-chinese-wu,库, Wu pronunciation input method," Wu pronunciation input method.
URL: http://input.foruto.com/wu/"
fcitx-libs,库, Shared libraries for Fcitx, The fcitx-libs package provides shared libraries for Fcitx
colord-gtk,库, GTK support library for colord," colord-gtk is a support library for colord and provides additional
functionality that requires GTK+."
mod_ldap,库, LDAP authentication modules for the Apache HTTP Server," The mod_ldap and mod_authnz_ldap modules add support for LDAP
authentication to the Apache HTTP Server."
libstoragemgmt-arcconf-plugin,库, Files for Microsemi Adaptec and Smart Family support for libstoragemgmt," The libstoragemgmt-arcconf-plugin package contains the plugin for Microsemi
Adaptec RAID and Smart Family Controller storage management."
libreoffice-langpack-ro,库, Romanian language pack for LibreOffice, Provides additional Romanian translations and resources for LibreOffice.
poppler,库, PDF rendering library, poppler is a PDF rendering library.
perl-File-Listing,库, Parse directory listing," This module exports a single function called parse_dir(), which can be used
to parse directory listings."
python3-tbb,库, Python 3 TBB module, Python 3 TBB module.
libknet1-crypto-nss-plugin,库, Libknet1 nss support, NSS crypto support for libknet1.
mod_security_crs,库, ModSecurity Rules, This package provides the base rules for mod_security.
perl-Devel-Caller,库, Meatier versions of caller, Devel::Caller - Meatier versions of caller.
python2-pyyaml,库, YAML parser and emitter for Python," YAML is a data serialization format designed for human readability and
interaction with scripting languages.  PyYAML is a YAML parser and
emitter for Python.

PyYAML features a complete YAML 1.1 parser, Unicode support, pickle
support, capable extension API, and sensible error messages.  PyYAML
supports standard YAML tags and provides Python-specific tags that
allow to represent an arbitrary Python object.

PyYAML is applicable for a broad range of tasks from complex
configuration files to object serialization and persistance."
mingw64-pkg-config,库, A tool for determining compilation options for the win64 target," The pkgconfig tool determines compilation options. For each required
library, it reads the configuration file and outputs the necessary
compiler and linker flags."
hyphen-fr,库, French hyphenation rules, French hyphenation rules.
poppler-qt5,库, Qt5 wrapper for poppler, Qt5 wrapper for poppler.
perl-HTTP-Cookies,库, HTTP cookie jars," This class is for objects that represent a ""cookie jar"" -- that is, a
database of all the HTTP cookies that a given LWP::UserAgent object
knows about."
sisu-inject,库, Sisu inject, This package contains Sisu inject.
cryptsetup-libs,库, Cryptsetup shared library," This package contains the cryptsetup shared library, libcryptsetup."
libnftnl,库, Library for low-level interaction with nftables Netlink's API over libmnl, A library for low-level interaction with nftables Netlink's API over libmnl.
python3-pyghmi,库, Python General Hardware Management Initiative (IPMI and others)," This is a pure Python implementation of IPMI protocol.

The included pyghmicons and pyghmiutil scripts demonstrate how one may
incorporate the pyghmi library into a Python application."
mod_dav_svn,库, Apache httpd module for Subversion server," The mod_dav_svn package allows access to a Subversion repository
using HTTP, via the Apache httpd server."
python3-magic,库, Python 3 bindings for the libmagic API," This package contains the Python 3 bindings to allow access to the
libmagic API. The libmagic library is also used by the familiar
file(1) command."
perl-File-ReadBackwards,库, Read a file backwards by lines," This module reads a file backwards line by line. It is simple to use,
memory efficient and fast. It supports both an object and a tied handle
interface."
lua-srpm-macros,库, RPM macros for building Lua source packages, RPM macros for building Lua source packages.
gedit-plugin-textsize,库, gedit textsize plugin, The gedit textsize plugin.
libupnp,库, Universal Plug and Play (UPnP) SDK," The Universal Plug and Play (UPnP) SDK for Linux provides
support for building UPnP-compliant control points, devices,
and bridges on Linux."
