name,label,bert_graph_pred,summary,description
python3-botocore,库,服务," Low-level, data-driven core of boto 3"," A low-level interface to a growing number of Amazon Web Services. The
botocore package is the foundation for the AWS CLI as well as boto3."
tesseract-langpack-eus,工具,服务, Basque language data for tesseract-tessdata," This package contains the fast integer version of the Basque language
trained models for the Tesseract Open Source OCR Engine."
pmempool,工具,服务, Utilities for Persistent Memory," The pmempool is a standalone utility for management and off-line analysis
of Persistent Memory pools created by PMDK libraries. It provides a set
of utilities for administration and diagnostics of Persistent Memory pools.
The pmempool may be useful for troubleshooting by system administrators
and users of the applications based on PMDK libraries."
polkit-docs,库,库,Development documentation for polkit ,Development documentation for polkit. 
hyphen-hi,库,服务, Hindi hyphenation rules, Hindi hyphenation rules.
python39-packaging,库,服务, Core utilities for Python packages," python39-packaging provides core utilities for Python packages like utilities for
dealing with versions, specifiers, markers etc."
hyphen-hu,库,服务, Hungarian hyphenation rules, Hungarian hyphenation rules.
librpmem,库,服务, Remote Access to Persistent Memory library," The librpmem library provides low-level support for remote access
to persistent memory utilizing RDMA-capable NICs. It can be used
to replicate persistent memory regions over RDMA protocol."
gvfs-smb,工具,服务, Windows fileshare support for gvfs," This package provides support for reading and writing files on windows
shares (SMB) to applications using gvfs."
jdependency,库,服务, This project provides an API to analyse class dependencies," jdependency is small library that helps you analyze class level
dependencies, clashes and missing classes."
hunspell-es-PY,工具,服务, Paraguayan Spanish hunspell dictionary, Paraguayan Spanish hunspell dictionary
corosynclib,库,服务, The Corosync Cluster Engine Libraries, This package contains corosync libraries.
rsyslog-gnutls,库,服务, TLS protocol support for rsyslog via GnuTLS library," The rsyslog-gnutls package contains the rsyslog plugins that provide the
ability to send and receive syslog messages via TCP or RELP using TLS
encryption via GnuTLS library. For details refer to rsyslog doc on imtcp
and omfwd modules."
imsettings-xim,工具,服务, XIM support on imsettings," IMSettings is a framework that delivers Input Method
settings and applies the changes so they take effect
immediately without any need to restart applications
or the desktop.

This package contains a module to get this working with XIM."
apr-util,库,服务, Apache Portable Runtime Utility library," The mission of the Apache Portable Runtime (APR) is to provide a
free library of C data structures and routines.  This library
contains additional utility interfaces for APR; including support
for XML, LDAP, database interfaces, URI parsing and more."
gcc-toolset-11-systemtap,工具,服务, Programmable system-wide instrumentation system," SystemTap is an instrumentation system for systems running Linux.
Developers can write instrumentation scripts to collect data on
the operation of the system.  The base systemtap package contains/requires
the components needed to locally develop and execute systemtap scripts."
plexus-utils-javadoc,库,服务, Javadoc for plexus-utils, Javadoc for plexus-utils.
tbb,库,服务, The Threading Building Blocks library abstracts low-level threading details," Threading Building Blocks (TBB) is a C++ runtime library that
abstracts the low-level threading details necessary for optimal
multi-core performance.  It uses common C++ templates and coding style
to eliminate tedious threading implementation work.

TBB requires fewer lines of code to achieve parallelism than other
threading models.  The applications you write are portable across
platforms.  Since the library is also inherently scalable, no code
maintenance is required as more processor cores become available."
virt-p2v-maker,工具,服务, Convert a physical machine to run on KVM," Virt-p2v converts (virtualizes) physical machines so they can be run
as virtual machines under KVM.

This package contains the tools needed to make a virt-p2v boot CD or
USB key which is booted on the physical machine to perform the
conversion.  You also need virt-v2v installed somewhere else to
complete the conversion.

To convert virtual machines from other hypervisors, see virt-v2v."
libwacom-data,库,服务, Tablet Information Client Library Library Data Files, Tablet information client library library data files.
HdrHistogram-javadoc,库,服务, Javadoc for HdrHistogram, This package contains javadoc for HdrHistogram.
pcp-pmda-trace,服务,服务, Performance Co-Pilot (PCP) metrics for application tracing," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about trace performance data in applications."
tesseract-script-hant_vert,工具,服务," Han (Traditional, Vertical) script data for tesseract-tessdata"," This package contains the fast integer version of the Han (Traditional, Vertical) script
trained models for the Tesseract Open Source OCR Engine."
efi-filesystem,工具,服务,The basic directory layout for EFI machines ,"The efi-filesystem package contains the basic directory layout for EFI
machine bootloaders and tools. "
plexus-interactivity-javadoc,库,服务, API documentation for plexus-interactivity, This package provides API documentation for plexus-interactivity.
java-11-openjdk-static-libs-fastdebug,库,服务, OpenJDK 11 libraries for static linking optimised with full debugging on," The OpenJDK 11 libraries for static linking.
This package is optimised with full debugging. Install only as needed and remove ASAP."
python-nose-docs,库,库, Nose Documentation, Documentation for Nose.
texlive-updmap-map,工具,服务, Font maps, Font maps.
tesseract-langpack-spa_old,工具,服务, Spanish (Old) language data for tesseract-tessdata," This package contains the fast integer version of the Spanish (Old) language
trained models for the Tesseract Open Source OCR Engine."
