name,label,predict,marked_text
sblim-wbemcli,库,工具,sblim wbem command(工具) line interface(库) wbem command(工具) line interface(库) standalone command(工具) line wbem client(服务) specially suit basic system management task script(其它)
scala,工具,库,hybrid language(工具) scala general purpose program(工具)ming language(工具) design(其它) express common program(工具)ming pattern concise elegant smoothly integrate feature function(库)al language(工具) also fully interoperable java(库)
scl-utils-build,工具,服务,build macro alternative packaging essential build macro alternative packaging
ptscotch-mpich-devel-parmetis,库,其它,parmetis compatibility header scotch this package(工具) contain(工具) parmetis compatibility header scotch
scrub,工具,库,disk scrub program(工具) scrub write(库) pattern file(工具) disk device(服务) make retrieve data(工具) difficult operate three mode special file(工具) correspond entire disk scrub data(工具) destroy regular file(工具) scrub data(工具) file(工具) optionally name directory entry destroy regular file(工具) create expand file(工具) system full scrub
seavgabios-bin,工具,库,seavgabios seavgabios vgabios implementation(库)
seahorse,工具,库,gnome(服务) application(库) manage encryption seahorse graphical interface(库) managing encryption also integrate nautilus gedit place encryption operation keyring manager
sendmail-cf,工具,服务,file(工具) need reconfigure sendmail this package(工具) include(工具) configuration file(工具) need generate file(工具) distribute sendmail package(工具) need package(工具) ever need reconfigure rebuild file(工具)
setroubleshoot-server,工具,服务,selinux troubleshoot server(服务) provide(工具)s tool(工具) help diagnose selinux problem when message generate alert generate give informat(库)ion problem help track resolution alerts configure user(工具) preference tool(工具) exist file(工具)
setroubleshoot-plugins,工具,服务,analysis plugin(服务)s setroubleshoot this package(工具) provide(工具) analysis plugin(服务)s setroubleshoot each plugin(服务) capacity analyze selinux data(工具) system data(工具) provide(工具) user(工具) friendly report describe interpret selinux denial
sg3_utils-libs,工具,库,shared library(库) this package(工具) contain(工具) shared library(库)
sgabios,工具,其它,serial graphic bios option sgabios design(其它) insert bios option provide(工具) serial port display(其它) input capability normally handle adapter keyboard additionally provide(工具) hook display(其它)ed character late collection operating system boot
sgabios-bin,工具,其它,sgabios sgabios design(其它) insert bios option provide(工具) serial port display(其它) input capability normally handle adapter keyboard additionally provide(工具) hook display(其它)ed character late collection operating system boot
sgml-common,工具,服务,common sgml catalog file(工具) package(工具) contain(工具) collection entity dtds useful process sgml need include(工具) multiple(其它) package(工具) also include(工具) open(工具) catalog file(工具)
xml-common,工具,服务,common catalog file(工具) subpackage(工具) contain(工具) collection catalog useful process need include(工具) main package(工具)
shadow-utils,工具,服务,utilities manage account shadow password file(工具) package(工具) include(工具) necessary program(工具) convert unix password file(工具) shadow password format(库) plus program(工具) manage user(工具) group account pwconv command(工具) convert password shadow password format(库) pwunconv command(工具) unconverts shadow password generate passwd file(工具) standard unix password file(工具) pwck command(工具) check integrity password shadow file(工具) lastlog command(工具) print last login time user(工具) user(工具)add user(工具)del user(工具)mod command(工具) manage user(工具) account groupadd groupdel groupmod command(工具) manage group account
