name,label,pred,summary,description
python39-pysocks,库,库, A Python SOCKS client module," 
A fork of SocksiPy with bug fixes and extra features.

Acts as a drop-in replacement to the socket module. Featuring:

- SOCKS proxy client for Python 2.6 - 3.x
- TCP and UDP both supported
- HTTP proxy client included but not supported or recommended (you should use
  urllib2's or requests' own HTTP proxy interface)
- urllib2 handler included.
This package is for Python3 version 3.9 only."
nfs4-acl-tools,工具,工具,The nfs4 ACL tools ,"This package contains commandline ACL utilities for the Linux
NFSv4 client. "
resource-agents,工具,服务, Open Source HA Reusable Cluster Resource Scripts," A set of scripts to interface with several services to operate in a
High Availability environment for both Pacemaker and rgmanager
service managers."
pcp-pmda-lio,服务,服务, Performance Co-Pilot (PCP) metrics for the LIO subsystem," This package provides a PMDA to gather performance metrics from the kernels
iSCSI target interface (LIO). The metrics are stored by LIO within the Linux
kernels configfs filesystem. The PMDA provides per LUN level stats, and a
summary instance per iSCSI target, which aggregates all LUN metrics within the
target."
python38-markupsafe,库,库, Implements a XML/HTML/XHTML Markup safe string for Python 3, A library for safe markup escaping. Python 3 version.
gcc-toolset-11-build,工具,工具, Package shipping basic build configuration, Package shipping essential configuration macros to build gcc-toolset-11 Software Collection.
tesseract-script-myanmar,工具,工具, Myanmar script data for tesseract-tessdata," This package contains the fast integer version of the Myanmar script
trained models for the Tesseract Open Source OCR Engine."
lohit-marathi-fonts,其它,其它, Free truetype font for Marathi language, This package provides a free Marathi truetype/opentype font.
ksc,工具,工具,Kernel source code checker ,A kernel module source code checker to find usage of non whitelist symbols 
texlive-index,工具,工具, Extended index for LaTeX including multiple indexes," This is a reimplementation of LaTeX's indexing macros to
provide better support for indexing. For example, it supports
multiple indexes in a single document and provides a more
robust \index command. It supplies short hand notations for the
\index command (^{word}) and a * variation of \index
(abbreviated _{word}) that prints the word being indexed, as
well as creating an index entry for it."
langpacks-sv,其它,其它, Swedish langpacks meta-package, This package provides Swedish langpacks meta-package.
hunspell-mt,工具,工具, Maltese hunspell dictionaries, Maltese hunspell dictionaries.
isl,库,库, Integer point manipulation library," isl is a library for manipulating sets and relations of integer points
bounded by linear constraints.  Supported operations on sets include
intersection, union, set difference, emptiness check, convex hull,
(integer) affine hull, integer projection, computing the lexicographic
minimum using parametric integer programming, coalescing and parametric
vertex enumeration.  It also includes an ILP solver based on generalized
basis reduction, transitive closures on maps (which may encode infinite
graphs), dependence analysis and bounds on piecewise step-polynomials."
maven-file-management-javadoc,库,库, Javadoc for maven-file-management, API documentation for maven-file-management.
texlive-pgf,工具,工具, Create PostScript and PDF graphics in TeX," PGF is a macro package for creating graphics. It is platform-
and format-independent and works together with the most
important TeX backend drivers, including pdftex and dvips. It
comes with a user-friendly syntax layer called TikZ. Its usage
is similar to pstricks and the standard picture environment.
PGF works with plain (pdf-)TeX, (pdf-)LaTeX, and ConTeXt.
Unlike pstricks, it can produce either PostScript or PDF
output."
srp_daemon,服务,服务,Tools for using the InfiniBand SRP protocol devices ,"In conjunction with the kernel ib_srp driver, srp_daemon allows you to
discover and use SCSI devices via the SCSI RDMA Protocol over InfiniBand. "
gssproxy,服务,库,GSSAPI Proxy ,A proxy for GSSAPI credential handling 
perl-Devel-Size,库,库, Perl extension for finding the memory usage of Perl variables," This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling."
gnome-shell-extension-desktop-icons,服务,服务, Desktop icons support for the classic experience, This GNOME Shell extension adds desktop icons support as seen in GNOME 2
pcm,库,工具, Processor Counter Monitor," 
Processor Counter Monitor (PCM) is an application programming
interface (API) and a set of tools based on the API to monitor
performance and energy metrics of Intel(r) Core(tm), Xeon(r), Atom(tm)
and Xeon Phi(tm) processors. PCM works on Linux, Windows, Mac OS X,
FreeBSD and DragonFlyBSD operating systems."
gpgmepp,库,库,C++ bindings/wrapper for GPGME ,C++ bindings/wrapper for GPGME. 
jackson-databind,库,库, General data-binding package for Jackson (2.x)," The general-purpose data-binding functionality and tree-model for Jackson Data
Processor. It builds on core streaming parser/generator package, and uses
Jackson Annotations for configuration."
libnl3-cli,库,库, Command line interface utils for libnl3," This package contains various libnl3 utils and additional
libraries on which they depend"
libreoffice-help-pt-PT,库,库, Portuguese help for LibreOffice, Provides Portuguese help for LibreOffice.
google-noto-serif-bengali-fonts,其它,其它, Serif Bengali font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Bengali."
boost-static,库,库, The Boost C++ static development libraries, Static Boost C++ libraries.
genwqe-vpd,工具,工具,GenWQE adapter VPD tools ,The genwqe-vpd package contains GenWQE adapter VPD tools. 
php-snmp,库,库, A module for PHP applications that query SNMP-managed devices," The php-snmp package contains a dynamic shared object that will add
support for querying SNMP devices to PHP.  PHP is an HTML-embeddable
scripting language. If you need SNMP support for PHP applications, you
will need to install this package and the php package."
thai-scalable-garuda-fonts,其它,其它, Thai Garuda fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Garuda family of Thai fonts."
qemu-kvm-hw-usbredir,服务,服务, QEMU usbredir support, This package provides usbredir support.
gvfs,服务,库, Backends for the gio framework in GLib," The gvfs package provides backend implementations for the gio
framework in GLib. It includes ftp, sftp, cifs."
jetty-util,库,库, util module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains util module for Jetty."
