name,label,layer_pred,class_pred,summary,description
texlive-tex4ht,应用工具,系统,工具,Convert (La)TeX to HTML/XML,"A converter from TeX and LaTeX to SGML-based formats such as
(X)HTML, MathML, OpenDocument, and DocBook, providing a
configurable (La)TeX-based authoring system for hypertext.
Tex4ht does not parse (La)TeX source (so that it avoids the
difficulties encountered by many other converters, arising from
the irregularity of (La)TeX syntax). Instead, Tex4ht uses
(La)TeX itself (with an extra macro package) to produce a non-
standard DVI file that it can then process. This technique
allows TeX4ht to approach the robustness characteristic of
restricted-syntax systems such as hyperlatex and gellmu. Note
that CTAN no longer holds the definitive sources of the
package: see the 'Readme' file."
texlive-texconfig,应用工具,系统,工具,texconfig package,"texconfig allows one to configure and maintain TeX in an easy
and convenient manner, offering a series of dialog boxes to
the user. The directory in which texconfig is found is also
preferentially used to find subprograms."
texlive-texlive.infra,应用工具,系统,工具,basic TeX Live infrastructure,"This package contains the files needed to get the TeX Live
tools (notably tlmgr) running: perl modules, xz binaries, plus
(sometimes) tar and wget.  These files end up in the standalone
install packages, and in the tlcritical repository."
texlive-texlive-en,应用工具,系统,工具,TeX Live manual (English),texlive-en package
texlive-thumbpdf,应用工具,系统,工具,Thumbnails for pdfTeX and dvips/ps2pdf,"A Perl script that provides support for thumbnails in pdfTeX
and dvips/ps2pdf. The script uses ghostscript to generate the
thumbnails which get represented in a TeX readable file that is
read by the package thumbpdf.sty to automatically include the
thumbnails. This arrangement works with both plain TeX and
LaTeX."
texlive-ucs,应用工具,系统,工具,Extended UTF-8 input encoding support for LaTeX,"The bundle provides the ucs package, and utf8x.def, together
with a large number of support files. The utf8x.def definition
file for use with inputenc covers a wider range of Unicode
characters than does utf8.def in the LaTeX distribution. The
package provides facilities for efficient use of its large sets
of Unicode characters. Glyph production may be controlled by
various options, which permits use of non-ASCII characters when
coding mathematical formulae. Note that the bundle previously
had an alias ""unicode""; that alias has now been withdrawn, and
no package of that name now exists."
texlive-xmltex,应用工具,核心,工具,Support for parsing XML documents,"This package provides an implementation of a parser for
documents matching the XML 1.0 and XML Namespace
Recommendations. In addition to parsing commands are provided
to attatch TeX typesetting instructions to the various markup
elemenets as they are encounted. Sample files for typesetting a
subset of TEI, MathML, are included. Element and Attribute
names, as well as character data, may use any characters
allowed in XML, using UTF-8 or a suitable 8-bit encoding."
tftp,应用服务,应用,工具,The client for the Trivial File Transfer Protocol (TFTP),"The Trivial File Transfer Protocol (TFTP) is normally used only for
booting diskless workstations.  The tftp package provides the user
interface for TFTP, which allows users to transfer files to and from a
remote machine.  This program and TFTP provide very little security,
and should not be enabled unless it is expressly needed."
tftp-server,应用服务,系统,服务,The server for the Trivial File Transfer Protocol (TFTP),"The Trivial File Transfer Protocol (TFTP) is normally used only for
booting diskless workstations.  The tftp-server package provides the
server for TFTP, which allows users to transfer files to and from a
remote machine. TFTP provides very little security, and should not be
enabled unless it is expressly needed.  The TFTP server is run by using
systemd socket activation, and is disabled by default."
thermald,系统服务,核心,服务,Thermal Management daemon,"thermald monitors and controls platform temperature.

Thermal issues are important to handle proactively to reduce performance
impact.  thermald uses the existing Linux kernel infrastructure and can
be easily enhanced."
thunderbird,应用工具/桌面,应用,库,Mozilla Thunderbird mail/newsgroup client,Mozilla Thunderbird is a standalone mail and newsgroup client.
tigervnc,应用服务,应用,库,A TigerVNC remote display system,"Virtual Network Computing (VNC) is a remote display system which
allows you to view a computing 'desktop' environment not only on the
machine where it is running, but from anywhere on the Internet and
from a wide variety of machine architectures.  This package contains a
client which will allow you to connect to other desktops running a VNC
server."
tigervnc-icons,应用服务,核心,其它,Icons for TigerVNC viewer,This package contains icons for TigerVNC viewer
tigervnc-license,应用服务,其它,其它,License of TigerVNC suite,This package contains license of the TigerVNC suite
tigervnc-selinux,应用服务,系统,服务,SELinux module for TigerVNC,"This package provides the SELinux policy module to ensure TigerVNC
runs properly under an environment with SELinux enabled."
tigervnc-server,应用服务,系统,服务,A TigerVNC server,"The VNC system allows you to access the same desktop from a wide
variety of platforms.  This package includes set of utilities
which make usage of TigerVNC server more user friendly. It also
contains x0vncserver program which can export your active
X session."
timedatex,应用服务,核心,工具,D-Bus service for system clock and RTC settings,"timedatex is a D-Bus service that implements the org.freedesktop.timedate1
interface. It can be used to read and set the system clock, the real-time clock
(RTC), the system timezone, and enable or disable an NTP client installed on
the system. It is a replacement for the systemd-timedated service."
tix,应用工具,应用,服务,A set of extension widgets for Tk,"Tix, the Tk Interface eXtension, is a powerful set of user interface
components that expands the capabilities of your Tcl/Tk and Python
applications. Using Tix together with Tk will greatly enhance the
appearance and functionality of your application."
tk,应用库/编程语言,应用,工具,The graphical toolkit for the Tcl scripting language,"When paired with the Tcl scripting language, Tk provides a fast and powerful
way to create cross-platform GUI applications."
tlog,应用工具,系统,服务,Terminal I/O logger,"Tlog is a terminal I/O recording program similar to ""script"", but used in
place of a user's shell, starting the recording and executing the real user's
shell afterwards. The recorded I/O can then be forwarded to a logging server
in JSON format."
tmpwatch,应用工具,系统,工具,A utility for removing files based on when they were last accessed,"The tmpwatch utility recursively searches through specified
directories and removes files which have not been accessed in a
specified period of time.  Tmpwatch is normally used to clean up
directories which are used for temporarily holding files (for example,
/tmp).  Tmpwatch ignores symlinks, won't switch filesystems and only
removes empty directories and regular files."
